Licence Number,Licence Status,Licence Status Date,Lic. EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Licence Surface Location,Location Latitude,Location Longitude,Licensee  BA Code,Licensee Name,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,Reporting Facility ID,Facility Subtype,Facility Name,Field or Area,Operator Code,Operator Name,First Volumetric Activity Date,Last Volumetric Activity Date
F11198    ,Issued,"Apr 16, 2001",10,"Apr 16, 2001", ,02/07-14-049-01W5,53.227013,-114.034689,A632,Petrus Resources Corp., ,570, , , , , , , , , , , ,ABIF0009305,Disposal,CYPRESS THORSBY 7-14,THORSBY,A2TG,TAQA North Ltd.,"Oct 01, 1999","Jun 01, 2002"
F11202    ,Abandoned,"May 28, 2007",10,"Mar 01, 2001", ,00/04-27-049-01W5,53.252628,-114.072102,A632,Petrus Resources Corp., ,569.2, , , , , , , , , , , ,ABGP0001580,Gas Plant Sweet,CYPRESS THORSBY,THORSBY,A2TG,TAQA North Ltd.,"Jan 01, 1991","Mar 01, 2007"
F11210    ,Amended,"Apr 13, 2011",300,"Feb 27, 2001","Apr 13, 2011",00/05-30-049-03W5,53.255255,-114.438804,A2PH,Journey Energy Inc.,"Regenerative, Acid Gas Flaring",110,90,0,0,0,0,11.8,0,0.5, ,0.48, ,ABBT0123973,Gas Group,Pennwest Genesee,PEMBINA,A2PH,Journey Energy Inc., , 
F11210    ,Amended,"Apr 13, 2011",300,"Feb 27, 2001","Apr 13, 2011",00/05-30-049-03W5,53.255255,-114.438804,A2PH,Journey Energy Inc.,"Regenerative, Acid Gas Flaring",110,90,0,0,0,0,11.8,0,0.5, ,0.48, ,ABBT0123975,Gas Group,Pennwest Genesee,PEMBINA,A2PH,Journey Energy Inc.,"Oct 01, 2012","Oct 01, 2023"
F11210    ,Amended,"Apr 13, 2011",300,"Feb 27, 2001","Apr 13, 2011",00/05-30-049-03W5,53.255255,-114.438804,A2PH,Journey Energy Inc.,"Regenerative, Acid Gas Flaring",110,90,0,0,0,0,11.8,0,0.5, ,0.48, ,ABGP0001525,Gp Acid Gas Flaring,JOURNEY PEMBINA BERRYMOOR,PEMBINA,A2PH,Journey Energy Inc.,"Jan 01, 1991","Aug 01, 2023"
F11250    ,Amended,"Jul 21, 2022",10,"May 01, 2001","Jul 21, 2022",00/11-17-049-04W5,53.231253,-114.554115,0XZ4,Bonterra Energy Corp.,"Regenerative, Acid Gas Flaring",254.9,242.9,0,0,0,0,43.8,0,0, , , ,ABBT0060161,Crude Oil Proration,PEMBINA RIDER ET AL PEMBINA 11-17,PEMBINA,0XZ4,Bonterra Energy Corp.,"Jul 01, 1999","Mar 01, 2021"
F11250    ,Amended,"Jul 21, 2022",10,"May 01, 2001","Jul 21, 2022",00/11-17-049-04W5,53.231253,-114.554115,0XZ4,Bonterra Energy Corp.,"Regenerative, Acid Gas Flaring",254.9,242.9,0,0,0,0,43.8,0,0, , , ,ABGP0001742,Gp Acid Gas Inj,ANG ET AL PEMBINA 11-17,PEMBINA,0XZ4,Bonterra Energy Corp.,"Jan 01, 1999","Sep 01, 2015"
F11250    ,Amended,"Jul 21, 2022",10,"May 01, 2001","Jul 21, 2022",00/11-17-049-04W5,53.231253,-114.554115,0XZ4,Bonterra Energy Corp.,"Regenerative, Acid Gas Flaring",254.9,242.9,0,0,0,0,43.8,0,0, , , ,ABGP0138789,Gas Plant Sweet,BONTERRA 11-17 SWEET GAS PLANT,PEMBINA,0XZ4,Bonterra Energy Corp.,"Sep 01, 2015","Dec 01, 2023"
F11250    ,Amended,"Jul 21, 2022",10,"May 01, 2001","Jul 21, 2022",00/11-17-049-04W5,53.231253,-114.554115,0XZ4,Bonterra Energy Corp.,"Regenerative, Acid Gas Flaring",254.9,242.9,0,0,0,0,43.8,0,0, , , ,ABGS0131508,Gas Gathering Sys,11-17 BONTERRA KEYSTONE,PEMBINA,0XZ4,Bonterra Energy Corp.,"Apr 01, 2014","Dec 01, 2023"
F11290    ,Amended,"Oct 05, 2012",300,"Mar 02, 2001","Oct 05, 2012",00/11-31-049-05W5,53.274841,-114.723826,A8K9,Ricochet Oil Corp.,"Regenerative, Acid Gas Flaring",198,182,0,0,0,0,54,0,0.4, ,0.4, ,ABGP0001426,Gp Acid Gas Flaring,SHININGBANK BERRYMOOR PEMBINA,PEMBINA,A8K9,Ricochet Oil Corp.,"Jan 01, 1991","Dec 01, 2023"
F11363    ,Issued,"Mar 02, 2001",10,"Mar 02, 2001", ,00/09-16-049-08W5,53.230674,-115.101741,0HE9,Canadian Natural Resources Limited, ,240, , , , , , , , , , , ,ABGP0001626,Gas Plant Sweet,PEMBINA 9-16-49-8w5,PEMBINA,0HE9,Canadian Natural Resources Limited,"Jan 01, 1991","Apr 01, 2018"
F11364    ,Issued,"Mar 02, 2001",300,"Mar 02, 2001", ,02/09-16-049-08W5,53.230674,-115.100841,A8K9,Ricochet Oil Corp., ,283, , , , , , , , , , , ,ABGP0001160,Gas Plant Sweet,* MOBIL PEMBINA,PEMBINA,A8K9,Ricochet Oil Corp., , 
F11364    ,Issued,"Mar 02, 2001",300,"Mar 02, 2001", ,02/09-16-049-08W5,53.230674,-115.100841,A8K9,Ricochet Oil Corp., ,283, , , , , , , , , , , ,ABGP0001161,Gp Acid Gas Flaring,MOBIL PEMBINA,PEMBINA,A8K9,Ricochet Oil Corp.,"Jan 01, 1991","Dec 01, 2023"
F11364    ,Issued,"Mar 02, 2001",300,"Mar 02, 2001", ,02/09-16-049-08W5,53.230674,-115.100841,A8K9,Ricochet Oil Corp., ,283, , , , , , , , , , , ,ABGS0002496,Gas Gathering Sys,MOBIL PEMBINA AREA 3 & 4,PEMBINA,A8K9,Ricochet Oil Corp.,"Jan 01, 2000","Dec 01, 2023"
F11364    ,Issued,"Mar 02, 2001",300,"Mar 02, 2001", ,02/09-16-049-08W5,53.230674,-115.100841,A8K9,Ricochet Oil Corp., ,283, , , , , , , , , , , ,ABGS0093154,Gas Gathering Sys,NPCU SECOND STAGE COMPRESSOR,PEMBINA,A8K9,Ricochet Oil Corp.,"Jan 01, 2007","Jan 01, 2015"
F11394    ,Amended,"Nov 13, 2003",300,"Apr 02, 2001","Aug 26, 2006",00/05-05-049-09W5,53.19339,-115.2925,0BP8,Obsidian Energy Ltd.,Nonregenerative,310,122,0,0,0,0,226,0,0.03,0, , ,ABBT0161563,Gas Proration Efflue,Pembina 06-06-050-09W5,PEMBINA,0BP8,Obsidian Energy Ltd.,"Feb 01, 2022","Dec 01, 2023"
F11394    ,Amended,"Nov 13, 2003",300,"Apr 02, 2001","Aug 26, 2006",00/05-05-049-09W5,53.19339,-115.2925,0BP8,Obsidian Energy Ltd.,Nonregenerative,310,122,0,0,0,0,226,0,0.03,0, , ,ABGP0001165,Gas Plant Sweet,AMOCO PEMBINA (SUB #8),PEMBINA,0BP8,Obsidian Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
F11394    ,Amended,"Nov 13, 2003",300,"Apr 02, 2001","Aug 26, 2006",00/05-05-049-09W5,53.19339,-115.2925,0BP8,Obsidian Energy Ltd.,Nonregenerative,310,122,0,0,0,0,226,0,0.03,0, , ,ABGS0002501,Gas Gathering Sys,AMOCO PEMBINA AREA 8,PEMBINA,0BP8,Obsidian Energy Ltd.,"Jan 01, 2000","Dec 01, 2023"
F11473    ,Amended,"Apr 08, 2019",400,"Mar 02, 2001","Apr 08, 2019",00/06-28-049-11W5,53.255856,-115.555034,A0C0,Keyera Energy Ltd.,"Regenerative, Acid Gas Injection","2,200.00",1900,0,1750,0,0,0,0,7.23, ,0,89.7,ABGP0001625,Gp Sulphur Rcvry,KEYERA CYNTHIA 6-28 GAS PLANT,PEMBINA,A0C0,Keyera Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
F11473    ,Amended,"Apr 08, 2019",400,"Mar 02, 2001","Apr 08, 2019",00/06-28-049-11W5,53.255856,-115.555034,A0C0,Keyera Energy Ltd.,"Regenerative, Acid Gas Injection","2,200.00",1900,0,1750,0,0,0,0,7.23, ,0,89.7,ABGP0093212,Gp Acid Gas Inj,IMP WEST PEMBINA ACID GAS INJ,PEMBINA,A0C0,Keyera Energy Ltd., , 
F11473    ,Amended,"Apr 08, 2019",400,"Mar 02, 2001","Apr 08, 2019",00/06-28-049-11W5,53.255856,-115.555034,A0C0,Keyera Energy Ltd.,"Regenerative, Acid Gas Injection","2,200.00",1900,0,1750,0,0,0,0,7.23, ,0,89.7,ABGS0139892,Gas Gathering Sys,KEYERA CYNTHIA 01-34 INLET GGS,PEMBINA,A0C0,Keyera Energy Ltd.,"Dec 01, 2015","Dec 01, 2023"
F11473    ,Amended,"Apr 08, 2019",400,"Mar 02, 2001","Apr 08, 2019",00/06-28-049-11W5,53.255856,-115.555034,A0C0,Keyera Energy Ltd.,"Regenerative, Acid Gas Injection","2,200.00",1900,0,1750,0,0,0,0,7.23, ,0,89.7,ABGS0140008,Gas Gathering Sys,KEYERA CYNTHIA VRU GGS,PEMBINA,A0C0,Keyera Energy Ltd.,"Jan 01, 2016","Aug 01, 2017"
F11473    ,Amended,"Apr 08, 2019",400,"Mar 02, 2001","Apr 08, 2019",00/06-28-049-11W5,53.255856,-115.555034,A0C0,Keyera Energy Ltd.,"Regenerative, Acid Gas Injection","2,200.00",1900,0,1750,0,0,0,0,7.23, ,0,89.7,ABGS0151992,Gas Gathering Sys,KEYERA CYNTHIA KEYLINK PIPELINE,PEMBINA,A0C0,Keyera Energy Ltd.,"Jan 01, 2019","Dec 01, 2023"
F11473    ,Amended,"Apr 08, 2019",400,"Mar 02, 2001","Apr 08, 2019",00/06-28-049-11W5,53.255856,-115.555034,A0C0,Keyera Energy Ltd.,"Regenerative, Acid Gas Injection","2,200.00",1900,0,1750,0,0,0,0,7.23, ,0,89.7,ABIF0094164,Acid Disposal,KEYERA CYNTHIA 1-28 ACID GAS INJ,PEMBINA,A0C0,Keyera Energy Ltd.,"Aug 01, 2007","Dec 01, 2023"
F11490    ,Amended,"Dec 16, 2013",400,"Mar 01, 2001","Dec 16, 2013",03/11-22-049-12W5,53.244994,-115.674014,A0C0,Keyera Energy Ltd.,"Regenerative, Acid Gas Injection, Acid Gas Flaring","1,220.00",1156, , , , ,166.1, ,29.7, ,0.41,95.9,ABGP0001402,Gp Sulphur Rcvry,KEYERA PEMBINA GAS PLANT 11-22,PEMBINA,A0C0,Keyera Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
F11490    ,Amended,"Dec 16, 2013",400,"Mar 01, 2001","Dec 16, 2013",03/11-22-049-12W5,53.244994,-115.674014,A0C0,Keyera Energy Ltd.,"Regenerative, Acid Gas Injection, Acid Gas Flaring","1,220.00",1156, , , , ,166.1, ,29.7, ,0.41,95.9,ABGS0155217,Gas Gathering Sys,KEYERA 16-34 TO PEMB NORTH 11-22 GP,PEMBINA,A0C0,Keyera Energy Ltd.,"Nov 01, 2019","Dec 01, 2023"
F11490    ,Amended,"Dec 16, 2013",400,"Mar 01, 2001","Dec 16, 2013",03/11-22-049-12W5,53.244994,-115.674014,A0C0,Keyera Energy Ltd.,"Regenerative, Acid Gas Injection, Acid Gas Flaring","1,220.00",1156, , , , ,166.1, ,29.7, ,0.41,95.9,ABIF0139247,Acid Disposal,KEYERA PEMB NORTH AGI 14-22-49-12,PEMBINA,A0C0,Keyera Energy Ltd.,"Oct 01, 2015","Apr 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0115499,Gas Proration Efflue,Peco Rock Creek 12-01 Effluent Bat,PECO,A5D4,Cenovus Energy Inc.,"Apr 01, 2011","Dec 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0115653,Gas Group,Rock Creek Gas Battery,PECO,A5D4,Cenovus Energy Inc., , 
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0126502,Gas Group,COP 12-01 Rock Creek Comp Measured,PECO,A5D4,Cenovus Energy Inc.,"Mar 01, 2013","Dec 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0136567,Gas Single,SWB 7-28  PECO,PECO,A5D4,Cenovus Energy Inc.,"Feb 01, 2015","Oct 01, 2017"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0136568,Gas Single,SWB 2-32  PECO,PECO,A6FW,Vermilion Energy Inc.,"Feb 01, 2015","May 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0136569,Gas Single,SWB 13-23  PECO,PECO,A5D4,Cenovus Energy Inc.,"Feb 01, 2015","Sep 01, 2017"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0136570,Gas Single,SWB 12-19  PECO,PECO,A5D4,Cenovus Energy Inc.,"Feb 01, 2015","Jun 01, 2019"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0136605,Gas Group,6-13 Group Battery PECO,PECO,A5D4,Cenovus Energy Inc.,"Feb 01, 2015","Dec 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0158345,Gas Group,Peco 02-29-050-16W5 Pad Battery,PECO,A5D4,Cenovus Energy Inc.,"Feb 01, 2021","Dec 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0161204,Gas Group,Peco 09-32-050-16W5 Pad Battery,PECO,A5D4,Cenovus Energy Inc.,"Jan 01, 2022","Dec 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABBT0162870,Gas Group,Peco 03-33-050-16W5 Pad Battery,PECO,A5D4,Cenovus Energy Inc.,"Jul 01, 2022","Dec 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABGP0001392,Gas Plant Sweet,CONOCO PECO,PECO,A5D4,Cenovus Energy Inc.,"Jan 01, 1991","Dec 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABGP0001807,Gas Plant Sweet,* CONOCO PECO,PECO,A5D4,Cenovus Energy Inc., , 
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABGS0003408,Gas Gathering Sys,CONOCO PECO,PECO,A5D4,Cenovus Energy Inc.,"Jan 01, 2000","Dec 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABGS0123992,Gas Gathering Sys,CONOCO PECO P-GS,PECO,A5D4,Cenovus Energy Inc.,"Oct 01, 2012","Dec 01, 2023"
F11496    ,Amended,"Jun 29, 2010",10,"Mar 01, 2001","Jun 29, 2010",00/12-01-049-16W5,53.203283,-116.220075,A5D4,Cenovus Energy Inc., ,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0, , , ,ABGS0135229,Gas Gathering Sys,CONOCO ROCK CREEK 12-01 GGS,PECO,A5D4,Cenovus Energy Inc.,"Nov 01, 2014","Dec 01, 2021"
F11504    ,Amended,"Dec 17, 2012",600,"May 01, 2001","Dec 17, 2012",00/15-02-049-20W5,53.204516,-116.811193,A7M1,Canlin Energy Corporation,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Sulfreen Process","12,008.50",10073,0,0,0,0,97.6,235.8,1270,1251,19.05,98.5,ABBT0081009,Gas Group,MINEHEAD 14-6 BTY,BASING,A5D4,Cenovus Energy Inc.,"Apr 01, 2004","Apr 01, 2015"
F11504    ,Amended,"Dec 17, 2012",600,"May 01, 2001","Dec 17, 2012",00/15-02-049-20W5,53.204516,-116.811193,A7M1,Canlin Energy Corporation,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Sulfreen Process","12,008.50",10073,0,0,0,0,97.6,235.8,1270,1251,19.05,98.5,ABGP0001360,Gp Sulphur Rcvry,PETRO-CAN HANLAN,BASING,A68P,Canlin Resources Partnership,"Jan 01, 1991","Dec 01, 2023"
F11504    ,Amended,"Dec 17, 2012",600,"May 01, 2001","Dec 17, 2012",00/15-02-049-20W5,53.204516,-116.811193,A7M1,Canlin Energy Corporation,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Sulfreen Process","12,008.50",10073,0,0,0,0,97.6,235.8,1270,1251,19.05,98.5,ABGS0143589,Gas Gathering Sys,HANLAN SWEET INLET,MINEHEAD,A68P,Canlin Resources Partnership,"Feb 01, 2017","Nov 01, 2019"
F11504    ,Amended,"Dec 17, 2012",600,"May 01, 2001","Dec 17, 2012",00/15-02-049-20W5,53.204516,-116.811193,A7M1,Canlin Energy Corporation,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Sulfreen Process","12,008.50",10073,0,0,0,0,97.6,235.8,1270,1251,19.05,98.5,ABGS0143590,Gas Gathering Sys,HANLAN SOUR INLET GS 15-02,MINEHEAD,A68P,Canlin Resources Partnership,"Feb 01, 2017","Dec 01, 2023"
F11582    ,Abandoned,"Sep 01, 2004",10,"Mar 01, 2001", ,00/07-14-050-22W4,53.31454,-113.10792,0HE9,Canadian Natural Resources Limited, ,201, , , , , , , , , , , ,ABGP0001369,Gas Plant Sweet,JOARCAM 7-14-50-22W4,JOARCAM,0HE9,Canadian Natural Resources Limited,"Jan 01, 1991","Aug 01, 2004"
F11646    ,Abandoned,"Nov 11, 2009",400,"Mar 02, 2001", ,02/02-34-050-26W4,53.35421,-113.717419,7,Imperial Oil Resources Limited, ,"1,200.00", , , , , , , ,1.01, , , ,ABGP0001023,Gp Acid Gas Flaring%,IMPERIAL LEDUC-WOODBEND,LEDUC-WOODBEND,7,Imperial Oil Resources Limited,"Jan 01, 1991","Nov 01, 2006"
F11661    ,Abandoned,"Jun 16, 2022",10,"Mar 01, 2001","Aug 26, 2006",00/15-15-050-02W5,53.321416,-114.206152,A2PH,Journey Energy Inc., ,226,218.1, ,12.8, , , , , , , , ,ABBT0055560,Gas Group,ELK POINT TELFORDVILLE 15-15-050,TELFORDVILLE,A2PH,Journey Energy Inc.,"Jun 01, 1997","Mar 01, 2017"
F11675    ,Amended,"Jul 21, 2014",10,"Apr 02, 2001","Jul 21, 2014",00/03-02-050-06W5,53.28165,-114.778764,0BP8,Obsidian Energy Ltd., ,510, , , , , , , , , , , ,ABBT0157175,Gas Proration Efflue,AMOCO PEMBINA BERRYMOOR,PEMBINA,0BP8,Obsidian Energy Ltd.,"Aug 01, 2020","Dec 01, 2023"
F11675    ,Amended,"Jul 21, 2014",10,"Apr 02, 2001","Jul 21, 2014",00/03-02-050-06W5,53.28165,-114.778764,0BP8,Obsidian Energy Ltd., ,510, , , , , , , , , , , ,ABGP0001085,Gas Plant Sweet,Penn West Tomahawk 04-02 GP,PEMBINA,0BP8,Obsidian Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
F11675    ,Amended,"Jul 21, 2014",10,"Apr 02, 2001","Jul 21, 2014",00/03-02-050-06W5,53.28165,-114.778764,0BP8,Obsidian Energy Ltd., ,510, , , , , , , , , , , ,ABGS0002340,Gas Gathering Sys,AMOCO PEMBINA BERRY,PEMBINA,0BP8,Obsidian Energy Ltd.,"Jan 01, 2000","Dec 01, 2023"
F11675    ,Amended,"Jul 21, 2014",10,"Apr 02, 2001","Jul 21, 2014",00/03-02-050-06W5,53.28165,-114.778764,0BP8,Obsidian Energy Ltd., ,510, , , , , , , , , , , ,ABGS0119164,Gas Gathering Sys,Pennwest Pembina,PEMBINA,0BP8,Obsidian Energy Ltd.,"Nov 01, 2011","Dec 01, 2023"
F11679    ,Issued,"Feb 28, 2001",10,"Feb 28, 2001", ,00/10-25-050-06W5,53.347042,-114.742314,A71K,Axiom Oil and Gas Inc., ,250, , , , , , , , , , , ,ABGP0001890,Gas Plant Sweet,ENERGY PROCESSORS PEMBINA,PEMBINA,A71K,Axiom Oil and Gas Inc.,"Jan 01, 1995","Oct 01, 2023"
F11691    ,Amended,"Sep 06, 2001",10,"May 01, 2001","Aug 26, 2006",00/09-17-050-07W5,53.317936,-114.979861,0BP8,Obsidian Energy Ltd., ,"1,675.00",1600,0,0,0,0,167.3,0,0,0, , ,ABBT6850655,Gas Group,AMOCO LOBSTICK GROUP 9-17,PEMBINA,0BP8,Obsidian Energy Ltd.,"May 01, 1989","Dec 01, 2023"
F11691    ,Amended,"Sep 06, 2001",10,"May 01, 2001","Aug 26, 2006",00/09-17-050-07W5,53.317936,-114.979861,0BP8,Obsidian Energy Ltd., ,"1,675.00",1600,0,0,0,0,167.3,0,0,0, , ,ABGP0001057,Gas Plant Sweet,PENN WEST PEMBINA,PEMBINA,0BP8,Obsidian Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
F11691    ,Amended,"Sep 06, 2001",10,"May 01, 2001","Aug 26, 2006",00/09-17-050-07W5,53.317936,-114.979861,0BP8,Obsidian Energy Ltd., ,"1,675.00",1600,0,0,0,0,167.3,0,0,0, , ,ABGS0002343,Gas Gathering Sys,AMOCO PEMBINA BIG LOBSTICK,PEMBINA,0BP8,Obsidian Energy Ltd.,"Feb 01, 2000","Dec 01, 2023"
F11691    ,Amended,"Sep 06, 2001",10,"May 01, 2001","Aug 26, 2006",00/09-17-050-07W5,53.317936,-114.979861,0BP8,Obsidian Energy Ltd., ,"1,675.00",1600,0,0,0,0,167.3,0,0,0, , ,ABGS0003722,Gas Gathering Sys,AMOCO LOBSTICK,PEMBINA,0BP8,Obsidian Energy Ltd.,"Jan 01, 2000","Dec 01, 2023"
F11693    ,Issued,"Feb 02, 2001",10,"Feb 02, 2001","Aug 26, 2006",00/06-36-050-07W5,53.35698,-114.89584,0R89,Signalta Resources Limited, ,197,166.2,0,0,0,0,150,0, ,0, , ,ABGP0001495,Gas Plant Sweet,SIGNALTA PEMBINA,PEMBINA,0R89,Signalta Resources Limited,"Jan 01, 1991","Jul 01, 2010"
F11882    ,Abandoned,"Jun 01, 2010",10,"Mar 02, 2001", ,02/15-22-051-27W4,53.423014,-113.893931,7,Imperial Oil Resources Limited, ,"2,500.00", , , , , , , , , , , ,ABGP0001027,Gas Plant Sweet,* IMPERIAL GOLDEN SPIKE,GOLDEN SPIKE,7,Imperial Oil Resources Limited, , 
F11895    ,Amended,"Nov 02, 2006",400,"Mar 01, 2001","Feb 23, 2008",00/08-27-051-27W4,53.429268,-113.886781,A74Y,Tidewater Midstream and Infrastructure Ltd.,"Both, Acid Gas Injection, Chemical Absorption","1,841.30",1669,0,418.4,0,0,0,27.1,26.46, ,0,95.9,ABGP0001547,Gp Sulphur Rcvry,ATCO GOLDEN SPIKE,GOLDEN SPIKE,A74Y,Tidewater Midstream and Infrastructure Ltd.,"Jan 01, 1992","Aug 01, 2013"
F11909    ,Amended,"Jan 26, 2016",300,"Mar 02, 2001","Jan 26, 2016",03/10-04-051-04W5,53.377746,-114.524182,A68R,New Star Energy Ltd.,"Regenerative, Acid Gas Flaring",800,770, , , , ,84,15,0.99, ,0.99, ,ABGP0001381,Gp Acid Gas Flaring,Highvale Gas Plant 10-04,HIGHVALE,A68R,New Star Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
F11931    ,Issued,"Mar 05, 2001",10,"Mar 05, 2001", ,02/10-22-051-08W5,53.419702,-115.089626,0BP8,Obsidian Energy Ltd., ,65, , , , , , , , , , , ,ABGP0001148,Gas Plant Sweet,SAXON BIGORAY,BIGORAY,0BP8,Obsidian Energy Ltd.,"Jan 01, 1991","Jan 01, 2009"
F11931    ,Issued,"Mar 05, 2001",10,"Mar 05, 2001", ,02/10-22-051-08W5,53.419702,-115.089626,0BP8,Obsidian Energy Ltd., ,65, , , , , , , , , , , ,ABGS0002473,Gas Gathering Sys,CDN. FOREST BIGORAY,BIGORAY,0BP8,Obsidian Energy Ltd.,"Jan 01, 2000","Nov 01, 2015"
F11931    ,Issued,"Mar 05, 2001",10,"Mar 05, 2001", ,02/10-22-051-08W5,53.419702,-115.089626,0BP8,Obsidian Energy Ltd., ,65, , , , , , , , , , , ,ABGS0124228,Gas Gathering Sys,Pennwest Bigorary,BIGORAY,0BP8,Obsidian Energy Ltd.,"Oct 01, 2012","Dec 01, 2023"
F11936    ,Amended,"Jul 17, 2017",300,"Nov 07, 2000","Jul 17, 2017",00/06-28-051-08W5,53.43042,-115.122204,0BP8,Obsidian Energy Ltd.,"Regenerative, Acid Gas Flaring",140,115,0,0,0,0,25,0,0.95, ,0.95, ,ABGP0001138,Gp Acid Gas Flaring%,PENN WEST BIGORAY,BIGORAY,0BP8,Obsidian Energy Ltd.,"Jan 01, 1991","Dec 01, 2023"
